MEAN_X,MEAN_Y,ISO_A2_EH
47.370303145405302,-16.574595609315853,MG
169.733401336620773,7.661167286118542,MH
-63.087088934143082,18.047246658483544,SX
45.127158984267403,11.311620166501884,"-99"
37.282015244554344,34.896384454042597,SY
14.637114895289374,-0.776318426523935,CG
126.802001661996613,39.969835870693124,KP
31.507995728164783,-26.602319359270506,SZ
8.292222750626706,46.781105709283047,CH
29.763238622045758,6.910666598213786,SS
-5.612100302142646,7.434383682559408,CI
126.993753986443792,35.508749244435613,KR
6.949456549281322,0.813825452375062,ST
96.870127800346239,-12.174940687884543,CC
-88.653111477930281,13.763859094499431,SV
23.426903163081366,-3.256371165972028,CD
43.792760213063069,-12.001362791157410,KM
-62.680519077604565,17.260039364372158,KN
47.974610416201685,29.418700559431471,KW
21.225427708459382,6.296295051861404,CF
-74.040995786216939,4.772283368937128,CO
-71.886227306126671,21.728788626859199,TC
-80.902495910839392,19.435103587827221,KY
64.433436317918392,48.024446367249425,KZ
-84.340220299780029,9.745717494913791,CR
-159.238774448946373,-18.110949442305294,CK
-72.856616632379385,-47.207574224120890,CL
100.457428269080410,12.616207334371207,TH
12.897941090548530,6.279920773170754,CM
111.185446352813074,31.848129907219668,CN
70.702614263083518,38.748076083935615,TJ
103.932681226576960,18.292446529277747,LA
-68.988552693454466,12.212098958931877,CW
35.880383710514998,33.888153754497957,LB
105.657449345142894,-10.492474635214217,CX
-171.722969308318085,-9.028863214181751,TK
18.167626159557233,12.857455385269809,TD
33.241209573795118,34.961555717532121,CY
-60.979688280299911,13.908251857500064,LC
15.287715755343916,49.914829879933869,CZ
66.628237116773093,-46.478337937697759,TF
0.698554331993913,8.795748243057689,TG
-79.447086526724306,21.845417388029684,CU
-23.954329185763704,15.986123871875629,CV
31.920548668891847,38.821420340948933,TR
9.533860100206997,47.156756511482811,LI
125.462091439955898,-8.907232268900264,TL
80.641835106731065,8.257208493199826,LK
57.150920091938325,39.394453208523650,TM
10.077767641225263,34.904118972859507,TN
-174.789461475235839,-19.996571393896154,TO
29.982158167199486,-1.973074618769391,RW
36.196391546528055,31.617040462030420,JO
-2.277280951433247,11.629433991282964,BF
25.213580010980756,42.498905756583675,BG
134.612330117923932,34.713636558551279,JP
50.657831606054280,25.919643650368791,BH
30.010683212247667,-3.085617820889172,BI
20.713240460124180,44.217999677836616,RS
-59.545929677285670,13.173008530742912,BB
86.410966828219628,63.694453661518772,RU
90.423833551812450,23.260945994878128,BD
-77.251533569330576,18.108068510878002,JM
4.653352009064594,50.699835717220672,BE
114.809456031557730,4.555801324653920,BN
42.458115018491611,23.956231343705049,SA
-64.894508399658804,-15.554899952656882,BO
159.603249906947923,-8.893347997823531,SB
-66.800641887111013,13.713869380666729,BQ
2.311141409166228,9.949191280645650,BJ
-62.836855361363561,17.902718225272785,BL
103.814679395425060,1.349541530300063,SG
-64.782895856120618,32.305533918387077,BM
-10.142152276915596,-23.213571284734861,SH
14.973991207200106,46.136663954141774,SI
24.577557419553468,-22.398665290163084,BW
18.371407445694825,78.954323785896051,SJ
53.788536320844912,-5.574884673433104,SC
30.808939985256561,15.010140076442854,SD
28.310369991685537,53.319172657913953,BY
17.797058603591207,60.757803156126016,SE
-51.292168446588597,-9.791916500212178,BR
-76.324046644533993,24.228951745815738,BS
46.895018850527592,6.099042725759920,SO
90.393054620054315,27.368349490973216,BT
73.200999273186781,40.970446822003410,KG
104.679988354681626,12.428675943675817,KH
-55.998878826636201,4.039423290200889,SR
-158.277253185122845,2.828891258042267,KI
